timestamp,poi,x,y,z,qw,qx,qy,qz,vx,vy,vz,roll,pitch,yaw,gimbal_pitch,radio_min,radio_max
931998112,0,-0.425365,-0.887365,0.434222,0.582834,0.0058046,-0.00924021,0.812518,0.00633012,-0.0082892,-0.000765462,-0.00825123,-0.0202051,1.89717,0.0201824,0,0
932031774,0,-0.425106,-0.88715,0.434194,0.582877,0.00572932,-0.00921013,0.812488,0.00249808,-0.00711802,-0.000518185,-0.00828901,-0.0200481,1.89706,0.0199658,0,0
932062524,0,-0.424951,-0.886966,0.434125,0.582792,0.00570695,-0.00917832,0.81255,0.00574189,-0.00725276,-0.00176748,-0.00826551,-0.0199738,1.89727,0.0199658,0,0
932098734,0,-0.424865,-0.88668,0.434066,0.58291,0.00586051,-0.00919552,0.812464,0.00524067,-0.00661095,-0.00204021,-0.0081115,-0.0202446,1.89698,0.0202449,0,0
932130798,0,-0.424707,-0.8865,0.434018,0.582805,0.00567274,-0.00914871,0.812541,0.00384395,-0.00799596,-0.00139711,-0.00825692,-0.0198838,1.89724,0.0198772,0,0
932160326,0,-0.424573,-0.886191,0.433883,0.582852,0.00575946,-0.00926541,0.812505,0.00885555,-0.00547928,-0.00270594,-0.00834437,-0.0201613,1.89712,0.0198772,0,0
932198701,0,-0.424379,-0.885906,0.433759,0.582895,0.00573245,-0.00917018,0.812475,0.00328403,-0.00711175,-0.00367372,-0.00822,-0.0200068,1.89702,0.0200787,0,0
932231167,0,-0.424274,-0.885731,0.433699,0.582809,0.00574042,-0.00911589,0.812538,0.00731233,-0.00682957,-0.00234751,-0.00812457,-0.0199556,1.89723,0.0201223,0,0
932259310,0,-0.424273,-0.88548,0.43364,0.582891,0.00576861,-0.0092654,0.812477,0.0047644,-0.00497077,-0.00236995,-0.00833269,-0.0201765,1.89703,0.0201223,0,0
932298628,0,-0.424212,-0.885307,0.433578,0.582838,0.00574037,-0.00914425,0.812517,0.00475406,-0.003389,-0.00154533,-0.00817001,-0.0199889,1.89716,0.0200033,0,0
932331083,0,-0.424088,-0.885093,0.433534,0.582842,0.00576282,-0.0091696,0.812513,0.00650384,-0.00626807,-0.00142856,-0.00818495,-0.0200549,1.89715,0.0201519,0,0
932360990,0,-0.423994,-0.88493,0.433424,0.582873,0.00583379,-0.00912298,0.812491,0.0024748,-0.00606466,-0.00253531,-0.00802568,-0.0201162,1.89707,0.0201519,0,0
932398136,0,-0.423786,-0.884766,0.433315,0.582824,0.00569495,-0.00916711,0.812527,0.00404448,-0.0067378,-0.00343417,-0.00826047,-0.0199415,1.89719,0.0199107,0,0
932431662,0,-0.423809,-0.884628,0.433184,0.582863,0.00576603,-0.0092478,0.812497,0.00204904,-0.00256752,-0.00376826,-0.0083078,-0.0201515,1.8971,0.0200446,0,0
