x,y,z,frame
-28.03243972806609,-26.702718292154355,0.11200000000000009,111
-28.035570782314608,-26.702040983713957,0.11300000000000009,112
-28.035570782314633,-26.702040983713974,0.11400000000000009,113
-28.038253930417074,-26.70120142676921,0.11500000000000009,114
-28.0382539304171,-26.701201426769217,0.11600000000000009,115
-28.0382539304171,-26.701201426769217,0.11700000000000009,116
-28.038253930417106,-26.701201426769217,0.11800000000000009,117
-28.0382539304171,-26.701201426769213,0.11900000000000009,118
-28.03851316753784,-26.701459176066912,0.12000000000000009,119
-28.04588581844382,-26.704526778889377,0.1210000000000001,120
-28.04492353906861,-26.703481566368907,0.1220000000000001,121
-28.04567021414966,-26.70272354809046,0.1230000000000001,122
-28.045670214149652,-26.702723548090454,0.1240000000000001,123
-28.05180732533601,-26.705099040978,0.12500000000000008,124
-28.0587272184593,-26.70445500608369,0.12600000000000008,125
-28.054982293827507,-26.7039097104155,0.12700000000000009,126
-28.05498229382751,-26.7039097104155,0.12800000000000009,127
-28.054982293827496,-26.70390971041548,0.1290000000000001,128
-28.054982293827486,-26.70390971041548,0.1300000000000001,129
-28.054982293827493,-26.703909710415488,0.1310000000000001,130
-28.0448064021604,-26.702945930128706,0.1320000000000001,131
-28.044806402160415,-26.702945930128713,0.1330000000000001,132
-28.044806402160418,-26.702945930128713,0.1340000000000001,133
-28.044806402160415,-26.70294593012871,0.1350000000000001,134
-28.041026004357544,-26.701122689739126,0.1360000000000001,135
-28.03609271351197,-26.69786735433482,0.1370000000000001,136
-28.036092713511973,-26.697867354334825,0.1380000000000001,137
-28.036092713511966,-26.697867354334814,0.1390000000000001,138
-28.037187761310864,-26.699905958338014,0.1400000000000001,139
-28.038187584166685,-26.700054463575892,0.1410000000000001,140
-28.038073537728398,-26.699150775542734,0.1420000000000001,141
-28.0380735377284,-26.699150775542737,0.1430000000000001,142
-28.038073537728415,-26.69915077554274,0.1440000000000001,143
-28.073897973142948,-26.739950206259813,0.1450000000000001,144
-28.073374893055888,-26.73933029625759,0.1460000000000001,145
-28.03400240949521,-26.712635906148762,0.1470000000000001,146
-28.06264096597251,-26.6893954318164,0.1480000000000001,147
-28.040665790575865,-26.669617744171735,0.1490000000000001,148
-28.021601975088696,-26.65508698903996,0.1500000000000001,149
-28.031471344149804,-26.63146371545111,0.1510000000000001,150
-28.037431822420615,-26.603451378780985,0.1520000000000001,151
-27.957680424790297,-26.500815106257864,0.1530000000000001,152
-27.843246300141086,-26.303693186314543,0.1540000000000001,153
-27.44885811242103,-26.042711722807333,0.1550000000000001,154
-27.120041823161124,-25.331897333156004,0.1560000000000001,155
-26.76929365999129,-24.566236105432363,0.1570000000000001,156
-26.498971116776872,-24.344335359333627,0.1580000000000001,157
-26.49144445011665,-24.26059235021422,0.1590000000000001,158
-26.167007230786226,-24.061235316095505,0.16000000000000011,159
-26.152554993206795,-23.91899180847069,0.16100000000000012,160
-26.2077829138283,-23.951381051436506,0.16200000000000012,161
-26.209657229957344,-23.95655421176965,0.16300000000000012,162
-26.19677110396805,-23.9654401588124,0.16400000000000012,163
-26.190215489094992,-23.969991216141814,0.16500000000000012,164
-26.191823643944495,-23.968460031851908,0.16600000000000012,165
-26.1863384406827,-23.968485909065013,0.16700000000000012,166
-26.186968935037015,-23.967428068126242,0.16800000000000012,167
-26.217588086124614,-24.013337391329493,0.16900000000000012,168
-26.226203516846667,-24.05776845894261,0.17000000000000012,169
-26.072248705324576,-23.987577125855292,0.17100000000000012,170
-26.059951495289024,-23.93244697865844,0.17200000000000013,171
-26.139138003613766,-24.152789202441365,0.17300000000000013,172
-26.28348019393396,-24.274684245045165,0.17400000000000013,173
-26.21339170384127,-24.338678807361713,0.17500000000000013,174
-26.217030518379335,-24.258286583090964,0.17600000000000013,175
-26.186497751341175,-24.27430102707808,0.17700000000000013,176
-26.235782006233602,-24.276660592834702,0.17800000000000013,177
-26.214906953539998,-24.308970155590373,0.17900000000000013,178
-26.226242116230534,-24.312341870675464,0.18000000000000013,179
-26.225819480241842,-24.307919957326924,0.18100000000000013,180
-26.22998133847383,-24.369175693368142,0.18200000000000013,181
-26.217505923829304,-24.372248302085357,0.18300000000000013,182
-26.194486024244455,-24.35335468127917,0.18400000000000014,183
-26.164780250999776,-24.400205382250878,0.18500000000000014,184
-26.15949568181215,-24.429754561071952,0.18600000000000014,185
-26.178666024142856,-24.442450482360364,0.18700000000000014,186
-26.13851100254989,-24.44009768710373,0.18800000000000014,187
-26.11591857677598,-24.44721273132351,0.18900000000000014,188
-26.134739788387446,-24.409080833956697,0.19000000000000014,189
-26.11995648629294,-24.424575073450168,0.19100000000000014,190
-25.918549958134005,-24.359816694169012,0.19200000000000014,191
-25.92271373733455,-24.390084147545203,0.19300000000000014,192
-25.920629926807546,-24.388898139722876,0.19400000000000014,193
-25.917050873339786,-24.408318923693013,0.19500000000000015,194
-25.87421217428258,-24.291908233637614,0.19600000000000015,195
-25.898118009308984,-24.30526850619366,0.19700000000000015,196
-25.929212472533692,-24.347476261110874,0.19800000000000015,197
-26.03491678639615,-24.354626287300857,0.19900000000000015,198
-26.097533848710075,-24.360629083137958,0.20000000000000015,199
-26.209445589710565,-24.456886766895565,0.20100000000000015,200
-26.351090245810582,-24.519401300271365,0.20200000000000015,201
-26.436139789100228,-24.605747900765227,0.20300000000000015,202
-26.51516437196372,-24.676317935729376,0.20400000000000015,203
-26.80036089271412,-24.844604620240634,0.20500000000000015,204
-26.89245320292645,-24.875465255525715,0.20600000000000016,205
-26.937025635396903,-24.895236790703365,0.20700000000000016,206
-26.944654837222018,-24.988981259189025,0.20800000000000016,207
-26.97372376034258,-25.068947563464988,0.20900000000000016,208
-27.005492814688743,-25.084721933288847,0.21000000000000016,209
-27.120186733599677,-25.09192161846926,0.21100000000000016,210
-27.24689707672777,-25.196464922531888,0.21200000000000016,211
-27.33030518616438,-25.30772635019154,0.21300000000000016,212
-27.41726917502125,-25.35030560715606,0.21400000000000016,213
-27.64482973320094,-25.49371491761684,0.21500000000000016,214
-28.228561086277274,-25.837493813563253,0.21600000000000016,215
-28.332396120297886,-25.814155106989894,0.21700000000000016,216
-28.36568055622087,-25.824202954031314,0.21800000000000017,217
-28.279973946705965,-25.999203496081154,0.21900000000000017,218
-28.5400761730873,-26.037894910638407,0.22000000000000017,219
-28.413188394939716,-25.79587140792502,0.22100000000000017,220
-28.43491769409585,-25.55015124997035,0.22200000000000017,221
-28.498666292968256,-25.46231057973464,0.22300000000000017,222
-28.570770030937663,-25.223821449599683,0.22400000000000017,223
-28.879612452162338,-24.771650538593622,0.22500000000000017,224
-28.978415568867746,-24.095728813916278,0.22600000000000017,225
-28.653728837111146,-23.909788576340286,0.22700000000000017,226
-28.677281772623797,-23.79493952090943,0.22800000000000017,227
-28.77507787612847,-23.812203192419222,0.22900000000000018,228
-28.584600419336887,-23.941693643377242,0.23000000000000018,229
-28.35307208115078,-24.368920750304735,0.23100000000000018,230
-28.23355583604286,-24.63951206370336,0.23200000000000018,231
-28.073558199134613,-24.57064169689474,0.23300000000000018,232
-27.960128228866505,-24.470021273234853,0.23400000000000018,233
-27.856451880731232,-24.35194531069009,0.23500000000000018,234
-27.793382304766233,-24.18589929456803,0.23600000000000018,235
-27.728585731642045,-24.022273310708,0.23700000000000018,236
-27.620754093459535,-23.803405905393134,0.23800000000000018,237
-27.492721590755202,-23.53464317952303,0.23900000000000018,238
-27.549328711146856,-23.546190108768492,0.24000000000000019,239
-27.466425780975033,-23.064680905871846,0.2410000000000002,240
-27.57893897438263,-22.694577291548722,0.2420000000000002,241
-28.014744788766727,-23.01324024143767,0.2430000000000002,242
-28.014075628959922,-23.16318622699879,0.2440000000000002,243
-28.030203843224527,-23.136787763399905,0.2450000000000002,244
-28.00601063321532,-23.13379364488041,0.2460000000000002,245
-28.005644411478627,-23.136160926891403,0.2470000000000002,246
-28.03205647226058,-23.13024188685938,0.2480000000000002,247
-28.04963973364059,-23.098746408246765,0.2490000000000002,248
-28.067051568585786,-22.998441635069053,0.25000000000000017,249
-28.070582223940026,-22.97998844548892,0.25100000000000017,250
-28.139640675408828,-23.10793048416535,0.25200000000000017,251
-28.189002530005567,-23.320965093620014,0.25300000000000017,252
-28.200754858572267,-23.32075374192483,0.25400000000000017,253
-28.24155561457177,-23.413760293865458,0.25500000000000017,254
-28.376038769300262,-23.65755368001732,0.25600000000000017,255
-28.342841785984856,-23.541247200055547,0.2570000000000002,256
-28.360870985246592,-23.59168669241699,0.2580000000000002,257
-28.357100822651255,-23.58238129925815,0.2590000000000002,258
-28.34574036912545,-23.605427979990495,0.2600000000000002,259
-28.339099975475165,-23.65377535817313,0.2610000000000002,260
-28.32713054364142,-23.640232772811853,0.2620000000000002,261
-28.33675981595081,-23.628341979342473,0.2630000000000002,262
-28.34589149011488,-23.6722922969001,0.2640000000000002,263
-28.320347408532694,-23.706906732128658,0.2650000000000002,264
-28.309707214251173,-23.743805589562513,0.2660000000000002,265
-28.303060074514747,-23.725764957128195,0.2670000000000002,266
-28.27916596613997,-23.61692316234303,0.2680000000000002,267
-28.238184338680284,-23.4934109450392,0.2690000000000002,268
-28.19266414709539,-23.40019553953049,0.2700000000000002,269
-28.153097985711373,-23.19160224836228,0.2710000000000002,270
-28.1246119061576,-22.990958622810485,0.2720000000000002,271
-28.084457614704814,-22.88025162752375,0.2730000000000002,272
-28.062426563327918,-23.01300574698709,0.2740000000000002,273
-28.271323841969426,-22.796093145344177,0.2750000000000002,274
-28.660649465336387,-22.28175409963561,0.2760000000000002,275
-28.517445935732614,-21.77953989623627,0.2770000000000002,276
-28.51721866991365,-21.7922029134748,0.2780000000000002,277
-28.553770290199363,-21.80159167080606,0.2790000000000002,278
-28.61238318908086,-21.69196575165615,0.2800000000000002,279
-28.701010467223256,-21.701413293665055,0.2810000000000002,280
-28.955127188595107,-22.39040820944983,0.2820000000000002,281
-28.796037208778433,-22.84540620625802,0.2830000000000002,282
-28.796037208778433,-22.84540620625802,0.2930000000000002,283
-29.101191971222807,-23.182307712281958,0.2940000000000002,284
-29.055346467580147,-22.99469367785416,0.2950000000000002,285
-29.05328034908231,-23.03154903020172,0.2960000000000002,286
-28.98024587817204,-22.953091681982844,0.2970000000000002,287
-28.90869513468007,-22.938484075086915,0.2980000000000002,288
-28.67395905825615,-23.077574007050405,0.2990000000000002,289
-28.5983293687544,-23.07191362532653,0.3000000000000002,290
-28.621812983008454,-23.126743146932863,0.3010000000000002,291
-28.901447106484078,-23.382143305992763,0.3020000000000002,292
-28.905511257301757,-23.397557050688512,0.3030000000000002,293
-28.90155605922254,-23.442954723664883,0.3040000000000002,294
-28.881628478568544,-23.47072720904891,0.3050000000000002,295
-28.910004269625492,-23.544684307160324,0.3060000000000002,296
-28.928039487011034,-23.623688531855343,0.3070000000000002,297
-28.933380058828615,-23.656143574571384,0.3080000000000002,298
-28.933019189576765,-23.660605927604472,0.3090000000000002,299
-28.939783343093822,-23.677645888125227,0.3100000000000002,300
-28.886954939228872,-23.641538240687353,0.3110000000000002,301
-28.88421453359538,-23.634258077226562,0.3120000000000002,302
-28.89430325336108,-23.58168519815114,0.3130000000000002,303
-28.85097580215628,-23.505494341804607,0.3140000000000002,304
-28.842911089354928,-23.47596156333098,0.3150000000000002,305
-28.832888959742984,-23.414659499837704,0.3160000000000002,306
-28.83227318902407,-23.374925116912664,0.3170000000000002,307
-28.82043776263785,-23.349613283415675,0.3180000000000002,308
-28.816333183123113,-23.349450744989138,0.31900000000000023,309
-28.811453087968985,-23.383372949875227,0.32000000000000023,310
-28.831347369157193,-23.411405503106455,0.32100000000000023,311
-28.90260930316415,-23.45405038910103,0.32200000000000023,312
-28.988259689969333,-23.545314845480988,0.32300000000000023,313
-28.978708069033754,-23.5858245139377,0.32400000000000023,314
-28.99952603669374,-23.62416716959597,0.32500000000000023,315
-29.00242694613196,-23.646882506269677,0.32600000000000023,316
-28.98914257233347,-23.637486451034118,0.32700000000000023,317
-28.902319072111016,-23.528214829543504,0.32800000000000024,318
-28.873972550867993,-23.4513640982776,0.32900000000000024,319
-28.867818049191023,-23.4318895543573,0.33000000000000024,320
-28.869941822521547,-23.39954704047298,0.33100000000000024,321
-28.785596633238853,-23.35352411042015,0.33200000000000024,322
-28.774954256238434,-23.35219272773691,0.33300000000000024,323
-28.776932358969855,-23.30755570000988,0.33400000000000024,324
-28.79152426230998,-23.32348052118501,0.33500000000000024,325
-28.751059584977334,-23.27582522337909,0.33600000000000024,326
-28.740363467489217,-23.282043467388384,0.33700000000000024,327
-28.736657097800055,-23.295105806477345,0.33800000000000024,328
-28.745299375551298,-23.30957675533448,0.33900000000000025,329
-28.72645149034779,-23.299582089643486,0.34000000000000025,330
-28.711113797293564,-23.206955477724375,0.34100000000000025,331
-28.701186949016908,-23.194327224105887,0.34200000000000025,332
-28.701902361164034,-23.230433799119883,0.34300000000000025,333
-28.682859062576874,-23.236485419137406,0.34400000000000025,334
-28.670288883587194,-23.27344679190873,0.34500000000000025,335
-28.663653473854232,-23.269447726859248,0.34600000000000025,336
-28.662371938344606,-23.287876223586334,0.34700000000000025,337
-28.65553503154481,-23.262112529729166,0.34800000000000025,338
-28.65840830873718,-23.22930644382834,0.34900000000000025,339
-28.662016565984548,-23.186222080398178,0.35000000000000026,340
-28.673601783595558,-23.151133561575158,0.35100000000000026,341
-28.697797457267775,-23.129142114099565,0.35200000000000026,342
-28.654537188119402,-23.075230478474868,0.35300000000000026,343
-28.625113031813388,-23.036683054444417,0.35400000000000026,344
-28.558935220358503,-22.989957366612504,0.35500000000000026,345
-28.543975949565038,-22.99427375322591,0.35600000000000026,346
-28.5422611672544,-22.98157888638106,0.35700000000000026,347
-28.54291187597942,-22.964544168325826,0.35800000000000026,348
-28.55474496016365,-22.953834810762338,0.35900000000000026,349
-28.548581253261183,-22.944105979851322,0.36000000000000026,350
-28.552194683867906,-22.939921274110148,0.36100000000000027,351
-28.563911103642045,-22.954995214943136,0.36200000000000027,352
-28.569338106156984,-22.93764697006801,0.36300000000000027,353
-28.567603508271752,-22.935114847397656,0.36400000000000027,354
-28.56743439344039,-22.962513859885384,0.36500000000000027,355
-28.549378044261257,-22.954492644463798,0.36600000000000027,356
-28.544463478260166,-22.94985847603845,0.36700000000000027,357
-28.54450130855912,-22.96519374065225,0.36800000000000027,358
-28.54367821798629,-22.958392576226935,0.36900000000000027,359
-28.54939438972487,-22.944255668885475,0.3700000000000003,360
-28.538667499219756,-22.950368301882502,0.3710000000000003,361
-28.54045475848176,-22.95397250369681,0.3720000000000003,362
-28.54894529607126,-22.961694339620273,0.3730000000000003,363
-28.581259960626724,-22.976190803668352,0.3740000000000003,364
-28.530799497340062,-22.916608207440692,0.3750000000000003,365
-28.53636576523556,-22.928391925568356,0.3760000000000003,366
-28.515342658516147,-22.895377290389696,0.3770000000000003,367
-28.521978354086094,-22.88640388496707,0.3780000000000003,368
-28.524802334605948,-22.87927292111009,0.3790000000000003,369
-28.517533243980647,-22.84119252598192,0.3800000000000003,370
-28.523692741726236,-22.816493360703895,0.3810000000000003,371
-28.531919339189237,-22.812421506518263,0.3820000000000003,372
-28.550373786621,-22.827087678969452,0.3830000000000003,373
-28.573106924507215,-22.829483662019477,0.3840000000000003,374
-28.61706468812001,-22.88127136425413,0.3850000000000003,375
-28.619989846409744,-22.919392836157485,0.3860000000000003,376
-28.617968574346875,-22.944809134673175,0.3870000000000003,377
-28.593091449541436,-22.956518849187333,0.3880000000000003,378
-28.570721045574277,-22.984334388947616,0.3890000000000003,379
-28.539822703588026,-22.99592280901439,0.3900000000000003,380
-28.50639071587712,-22.993285464569247,0.3910000000000003,381
-28.488683032506902,-22.991125584727122,0.3920000000000003,382
-28.487990130528345,-22.987054023353217,0.3930000000000003,383
-28.51352911709281,-22.994906304130783,0.3940000000000003,384
-28.514607399019756,-22.962523831757373,0.3950000000000003,385
-28.513530774012292,-22.95063687782393,0.3960000000000003,386
-28.528295611813753,-22.94716561845831,0.3970000000000003,387
-28.555342920801174,-22.944956691667002,0.3980000000000003,388
-28.551241049537534,-22.948714134433413,0.3990000000000003,389
-28.54571743501154,-22.972150637841306,0.4000000000000003,390
-28.53513394213148,-23.00217029681684,0.4010000000000003,391
-28.518156848456975,-23.03137196929295,0.4020000000000003,392
-28.521937872389962,-23.042290994442546,0.4030000000000003,393
-28.50298903292899,-23.070584855576676,0.4040000000000003,394
-28.512747467299082,-23.12132889700281,0.4050000000000003,395
-28.50734303262413,-23.164606521408015,0.4060000000000003,396
-28.505374472608157,-23.20912494466921,0.4070000000000003,397
-28.492824331785254,-23.246652133540795,0.4080000000000003,398
-28.47604212234091,-23.311630572039817,0.4090000000000003,399
-28.48961395391353,-23.324334309002086,0.4100000000000003,400
-28.495953592169002,-23.341500081226325,0.4110000000000003,401
-28.471661245963933,-23.46864659625024,0.4120000000000003,402
-28.455716038293154,-23.547837798416584,0.4130000000000003,403
-28.43611937328862,-23.627328544683763,0.4140000000000003,404
-28.406111747383722,-23.70615473733488,0.4150000000000003,405
-28.360412966796254,-23.739790945776658,0.4160000000000003,406
-28.34414505234351,-23.821286981949225,0.4170000000000003,407
-28.30657678154672,-23.89032239182778,0.4180000000000003,408
-28.239172583087473,-23.89332559172936,0.4190000000000003,409
-28.18262045715749,-23.918540846249712,0.4200000000000003,410
-28.11823670236335,-23.966349633281634,0.4210000000000003,411
-28.112179461795318,-24.002774663319833,0.4220000000000003,412
-28.118933024627882,-24.015897455904938,0.4230000000000003,413
-28.084420718897437,-24.06900955313747,0.4240000000000003,414
-28.056025131687797,-24.147674582326925,0.4250000000000003,415
-28.09706101507119,-24.23038544485432,0.4260000000000003,416
-28.164028249763124,-24.220981764138212,0.4270000000000003,417
-28.151703465902663,-24.190530061272007,0.4280000000000003,418
-28.171280845259904,-24.23453209804569,0.4290000000000003,419
-28.173089691750633,-24.246480067221796,0.4300000000000003,420
-28.056357904009936,-24.254074315757137,0.4310000000000003,421
-28.017908224331507,-24.272861765250333,0.43200000000000033,422
-28.087777000348034,-24.33354881195507,0.43300000000000033,423
-28.097571824876532,-24.333766769495863,0.43400000000000033,424
-28.08647423825736,-24.36002670396651,0.43500000000000033,425
-28.12003097337801,-24.390323466866807,0.43600000000000033,426
-28.15257413610438,-24.373628444818824,0.43700000000000033,427
-28.18034499109271,-24.40935885703861,0.43800000000000033,428
-28.179475771110905,-24.507236658270592,0.43900000000000033,429
-28.138636477210365,-24.667331246491113,0.44000000000000034,430
-28.09099169901375,-24.826381931659757,0.44100000000000034,431
-28.13364856058508,-24.913093433102173,0.44200000000000034,432
-28.158915813281627,-24.94641395016341,0.44300000000000034,433
-28.189149783484137,-24.98621394615769,0.44400000000000034,434
-28.163115386482414,-24.96616138195446,0.44500000000000034,435
-28.30392062812285,-24.976683715557915,0.44600000000000034,436
-28.442436291940368,-24.893156474601824,0.44700000000000034,437
-28.54693046782045,-24.816952958941553,0.44800000000000034,438
-28.58012870920466,-24.785697484163137,0.44900000000000034,439
-28.553197462838423,-24.758704391562798,0.45000000000000034,440
-28.610778907954305,-24.829332902797344,0.45100000000000035,441
-28.72437919923141,-24.921879594511708,0.45200000000000035,442
-28.76768600705221,-24.9417947585658,0.45300000000000035,443
-28.848989723414835,-24.94796542859175,0.45400000000000035,444
-28.91648861008034,-24.944365913527527,0.45500000000000035,445
-28.922310408768357,-25.011889806323452,0.45600000000000035,446
-28.983384143955234,-25.113627294981303,0.45700000000000035,447
-29.028585385241477,-25.12774182309786,0.45800000000000035,448
-29.210962736825202,-25.102091475282858,0.45900000000000035,449
-29.242198665138925,-24.96246364868273,0.46000000000000035,450
-29.204399881827197,-24.907844626354496,0.46100000000000035,451
-29.029773997982144,-24.917743600007352,0.46200000000000035,452
-28.901774258660097,-25.06996012066948,0.46300000000000036,453
-28.868534540468218,-25.2329001087316,0.46400000000000036,454
-28.83884103027136,-25.241408206211783,0.46500000000000036,455
-28.987179175421428,-25.230250597069965,0.46600000000000036,456
-29.079159748862423,-25.077322318005642,0.46700000000000036,457
-28.489825918771995,-24.87902634227679,0.46800000000000036,458
-28.51938169296223,-24.857934155252877,0.46900000000000036,459
-28.54172962559299,-24.87021994098383,0.47000000000000036,460
-28.53214811204659,-24.90702557295077,0.47100000000000036,461
-28.48143715499669,-24.97231346151554,0.47200000000000036,462
-28.353465797147095,-25.089399919696938,0.47300000000000036,463
-28.29812983085847,-25.250344274180556,0.47400000000000037,464
-28.035227009983647,-25.18188697766462,0.47500000000000037,465
-28.07394387925092,-25.205248356032456,0.47600000000000037,466
-27.959246801029774,-25.148790322237737,0.47700000000000037,467
-27.95015999200121,-25.124887866038602,0.47800000000000037,468
-27.999280436787146,-25.11709614090016,0.47900000000000037,469
-28.01892552752686,-25.10616654903722,0.48000000000000037,470
-28.075331869071164,-25.138724386418552,0.48100000000000037,471
-28.199062687055147,-25.247240709002575,0.4820000000000004,472
-28.163671175801465,-25.384578384953652,0.4830000000000004,473
-28.180209788306865,-25.493049081683363,0.4840000000000004,474
-28.176508289633315,-25.48532985508163,0.4850000000000004,475
-28.022465613628466,-25.46626259849135,0.4860000000000004,476
-28.044075318764055,-25.526947739669207,0.4870000000000004,477
-27.947817373416896,-25.43157571004026,0.4880000000000004,478
-27.922591881709803,-25.425363590695465,0.4890000000000004,479
-27.94225190724311,-25.42091963930647,0.4900000000000004,480
-27.90154429572925,-25.431322155044363,0.4910000000000004,481
-27.914422895513294,-25.578514401614314,0.4920000000000004,482
